customer_key,age_group,job,marital,education,balance_bucket
e9a08852-8b03-41d3-81e2-0c07c261e416,26-35,admin.,divorced,secondary,1-1K
54c7f7ee-090b-45a2-af41-c2d2e53cd744,26-35,blue-collar,divorced,secondary,1-1K
a6bb6cef-3da5-484a-859d-6194e5894270,26-35,management,divorced,tertiary,1-1K
b1c550d6-658c-4aec-b007-fb3bac132c55,26-35,services,divorced,secondary,1-1K
2c243524-4470-4b72-b19a-7b72f3d29276,26-35,services,divorced,secondary,1-1K
0b822817-390c-4548-81b8-b46550f7c16d,36-45,admin.,divorced,tertiary,1-1K
cafe7897-7cb2-465b-977c-df7d9d43b687,36-45,blue-collar,divorced,secondary,1-1K
b179a150-cd7d-4f80-8de9-1273d02d9d7a,36-45,blue-collar,divorced,secondary,1-1K
66f7361b-1991-4ac3-8f08-130a0cc0cf40,36-45,management,divorced,secondary,1-1K
7120ea62-b871-43f1-a184-1307127cc078,36-45,management,divorced,secondary,1-1K
3c8f8e92-78c2-4f79-8da0-166d493de8b6,36-45,management,divorced,tertiary,1-1K
6b79247c-2b0e-4a1c-b2ba-cdc69beb3d54,36-45,services,divorced,secondary,1-1K
a50352a2-cc3d-4d5b-96da-340ae143950c,36-45,services,divorced,secondary,1-1K
36a143bf-d6d0-4ac8-a073-9fa417fbe1ee,36-45,services,divorced,secondary,1-1K
ec00a6db-b002-436c-bb73-14e7e808a453,36-45,services,divorced,primary,1-1K
a95b97f1-9257-41ec-b355-105d67a4b59d,36-45,services,divorced,secondary,1-1K
dc8c329a-9ed4-4ec3-88c1-2df6bec512f7,36-45,technician,divorced,secondary,1-1K
4c96729c-57c1-455f-9ea6-f6b33e619bef,36-45,technician,divorced,secondary,1-1K
693997c1-612c-4827-9190-6e7a40f41c12,36-45,technician,divorced,secondary,1-1K
659bdcc6-fac6-412c-a9d4-90a8923432d6,46-55,housemaid,divorced,primary,1-1K
fabcd4fd-cfb5-4eb2-8203-22cf43faca31,46-55,management,divorced,tertiary,1-1K
39df6aba-8401-4367-9766-ff9254b0f4e5,46-55,management,divorced,tertiary,1-1K
66dfaee4-071f-417c-82cb-db75be70d76c,46-55,services,divorced,secondary,1-1K
1a82327a-3127-4778-848a-bf8d75827af2,46-55,services,divorced,secondary,1-1K
6517111c-d18c-4a47-81a9-0bf1a82ebc89,46-55,technician,divorced,tertiary,1-1K
b1d834dd-0a30-4034-b598-5952193905a8,46-55,technician,divorced,tertiary,1-1K
e28e73a6-5706-4c5c-b016-5c3819dd8d0d,46-55,technician,divorced,secondary,1-1K
dabc45cb-c229-4cbd-a92a-1e511fba7c00,46-55,technician,divorced,secondary,1-1K
09590542-61b6-4dfb-85e5-f16d0188b80b,46-55,unemployed,divorced,tertiary,1-1K
d66156f4-9e5c-470d-bdc3-dfb79479e56f,56+,Unknown,divorced,Unknown,1-1K
51a33541-8e67-4f2e-adf2-1767c0d15cad,56+,admin.,divorced,primary,1-1K
b3cac0e2-e733-4137-acc0-ac1e05692f37,56+,admin.,divorced,Unknown,1-1K
9ec636fa-35a1-4142-85c5-2436b4900a65,56+,housemaid,divorced,secondary,1-1K
fbd28347-1c30-4fe6-ae28-15e434c91aea,56+,management,divorced,tertiary,1-1K
b1455556-23dc-462b-8f5d-ec14ec952316,56+,management,divorced,tertiary,1-1K
35660783-ef95-4fd7-8f7c-e6a31e32b719,56+,management,divorced,tertiary,1-1K
afd00b22-9689-4a97-9d22-8a9eb921c6b7,56+,retired,divorced,primary,1-1K
3c514b61-be32-43f1-ae85-03f136313854,56+,retired,divorced,secondary,1-1K
0cdcaa8e-effb-437a-8bbd-03cd7904b3dc,56+,retired,divorced,secondary,1-1K
e1414807-139c-4493-8f3e-8396e612657f,56+,retired,divorced,primary,1-1K
a9ad7e27-6cc6-4a7e-a78c-acf767c98e6d,56+,retired,divorced,primary,1-1K
82adcfe5-ed8f-47fc-95c4-2bc6aa0f26b3,56+,retired,divorced,secondary,1-1K
176c0c44-266f-47a6-8b2e-be8aad9b474e,56+,self-employed,divorced,primary,1-1K
bbac59cb-3fd9-4dc3-92b4-77ad203e9833,56+,services,divorced,primary,1-1K
00e9b7b9-a02b-4797-b443-7c2c6327d133,26-35,admin.,divorced,secondary,1-1K
b8fccbb6-29c3-4ba9-902b-838414ab679f,26-35,admin.,divorced,secondary,1-1K
6979b13b-4fdc-4b08-b69b-06c04f4f2fe6,26-35,admin.,divorced,secondary,1-1K
5e597c42-f974-4035-9bef-4d97abb8e380,26-35,admin.,divorced,secondary,1-1K
4309091f-d771-4567-8581-c5f9e08ea180,26-35,admin.,divorced,secondary,1-1K
a62b3e0a-b4ec-4824-93fc-b18ac948c9b4,26-35,blue-collar,divorced,primary,1-1K
4d30b92c-eae9-48c0-bd10-2840b339c314,26-35,blue-collar,divorced,secondary,1-1K
350ae4cd-a589-4f61-a1f1-4726517b08ef,26-35,management,divorced,tertiary,1-1K
4535169d-c1ff-457e-a1fc-6430fade15df,26-35,management,divorced,tertiary,1-1K
9ffa698b-e0e2-45d8-a3cc-ac0f002e78d2,26-35,technician,divorced,secondary,1-1K
d9b70ec9-4c3a-4380-a60c-738630030b16,26-35,technician,divorced,tertiary,1-1K
bb19d635-6dee-4679-a6be-db24d4702432,26-35,technician,divorced,secondary,1-1K
753a0414-a72a-480b-97f1-d187ae9e84c7,26-35,technician,divorced,secondary,1-1K
a4dca4ed-3be6-462e-b365-580ab975f7bd,36-45,admin.,divorced,secondary,1-1K
a37d0fb6-f015-4c6f-81ef-813140fa9077,36-45,admin.,divorced,primary,1-1K
e2e42a8e-f10a-4b29-9a27-26f017ea227c,36-45,admin.,divorced,secondary,1-1K
d0c4e7a1-d28d-431b-944c-9d24f2cd208c,36-45,housemaid,divorced,tertiary,1-1K
496a0099-4823-4e12-b49e-6aad08f97f95,36-45,housemaid,divorced,tertiary,1-1K
af63eca7-d7d1-44fa-96ed-f045dd4d20cd,36-45,management,divorced,secondary,1-1K
9aa34a01-b76d-4ab9-8f5a-963f01c0e05a,36-45,self-employed,divorced,tertiary,1-1K
6f3400c1-a90b-41d7-90af-b8a05189ae32,36-45,services,divorced,secondary,1-1K
2f32d371-5c0b-4f27-a216-37e72e9fbf6b,36-45,services,divorced,tertiary,1-1K
a8f65255-8adc-4091-94bb-86179c2d65cd,36-45,technician,divorced,secondary,1-1K
e518268b-624c-49bf-8761-229a3ccbbcb3,36-45,technician,divorced,secondary,1-1K
ea276855-938e-4f45-a2de-a21fdeb5087c,36-45,unemployed,divorced,secondary,1-1K
b9a74add-5af7-45fa-8f50-2cfded30d75b,36-45,unemployed,divorced,primary,1-1K
b97e8a40-3e8f-442f-a405-646472b595cd,46-55,blue-collar,divorced,primary,1-1K
468c3f5b-0aba-42d4-aa6c-bb2a605d45ea,46-55,blue-collar,divorced,secondary,1-1K
c3c1d13e-e776-46dd-813e-8b1f123bb2bb,46-55,management,divorced,tertiary,1-1K
c06927f3-8c40-4708-bd52-275b07c800a1,46-55,management,divorced,tertiary,1-1K
c6065983-0f52-497a-afa2-ea7b98388124,46-55,management,divorced,tertiary,1-1K
0f8e4bec-05f9-46d7-a749-725bceaf0ad3,46-55,services,divorced,primary,1-1K
f16ed8ef-fb39-400e-80cc-d8cbfc7659e2,46-55,technician,divorced,secondary,1-1K
e0d268f2-2cf2-4ab3-8591-d2c720eaa32e,46-55,technician,divorced,secondary,1-1K
eb6b43f8-7cd1-4666-aa71-e46a3bbff29d,46-55,technician,divorced,secondary,1-1K
40aad465-f1b8-4c73-a585-98aa36b25a9f,56+,entrepreneur,divorced,tertiary,1-1K
a6c04185-0356-4a6a-848c-26ca4a2f81c7,56+,management,divorced,tertiary,1-1K
2219d903-15f3-42ce-9684-c5ae57e79a67,56+,management,divorced,tertiary,1-1K
df3013fd-b84f-404e-a775-abe9ca8a896a,56+,management,divorced,tertiary,1-1K
fbb55e42-74e5-49de-9a26-86eee29c6626,56+,retired,divorced,tertiary,1-1K
ff2653cc-4fc2-4834-b442-77a97c729ef2,56+,retired,divorced,primary,1-1K
f39baa07-5bc4-4c7f-ba82-1aaa3ec43d2e,56+,retired,divorced,secondary,1-1K
eddf17ab-624c-43ce-a56e-7887f73d1c34,56+,retired,divorced,primary,1-1K
5814af98-907a-4c46-8f0f-7d019e312a2f,56+,technician,divorced,secondary,1-1K
1de1e5f8-34ce-4b76-93ff-40d5a8276f85,56+,technician,divorced,secondary,1-1K
7f9bd289-ed96-459e-947c-5b43c07b7af4,26-35,admin.,divorced,secondary,1-1K
a97ea44b-18bf-43dd-ab8f-7586b5cbac5a,26-35,admin.,divorced,secondary,1-1K
66f405b6-dc52-4953-a0fd-1b7600378799,26-35,blue-collar,divorced,primary,1-1K
287a7993-4355-4517-916c-2bc144169ea8,26-35,blue-collar,divorced,secondary,1-1K
2f12be81-0379-40a1-b2e6-45c6ee303234,26-35,management,divorced,tertiary,1-1K
92c952a1-fed6-434d-9af6-743d5f40a528,26-35,management,divorced,tertiary,1-1K
4e2e8838-c9ea-4cf6-aa79-ab39393acec6,26-35,management,divorced,tertiary,1-1K
7075c19d-6f29-47c6-a69f-579aa3c32a95,26-35,services,divorced,secondary,1-1K
1858b4df-5ed1-4471-94e2-6022714f80ff,26-35,services,divorced,secondary,1-1K
24b26e0b-c35b-40a9-9186-baacca7daf90,26-35,services,divorced,secondary,1-1K
7357e267-dcfd-4efc-8836-44f763c5a8a9,26-35,student,divorced,Unknown,1-1K
8f9fd24f-5687-4cd7-abcf-6d6ef21bb19b,26-35,technician,divorced,tertiary,1-1K
a83247ea-113b-4e6d-a027-5607bffe92b2,36-45,admin.,divorced,secondary,1-1K
88b20e6b-8d96-4c7e-9954-82fb48431f95,36-45,admin.,divorced,secondary,1-1K
9263e8ea-6d6b-4513-9443-20e237ae274a,36-45,blue-collar,divorced,secondary,1-1K
d8697a3a-44a2-4dda-ae68-687c65f7cb77,36-45,blue-collar,divorced,primary,1-1K
33d6be9c-b4d6-498e-9d97-cea4a00dba5c,36-45,blue-collar,divorced,tertiary,1-1K
104d00cc-93f1-43fd-bc39-d9154794a31e,36-45,housemaid,divorced,primary,1-1K
e9250603-1a09-42d3-894d-e22bc8f301e9,36-45,management,divorced,tertiary,1-1K
9dd862e0-2d2c-43a7-8cf8-248398814891,36-45,management,divorced,secondary,1-1K
8b28629d-12ff-4e6e-bdd3-f381cab315a7,36-45,management,divorced,tertiary,1-1K
7493ec22-7c59-4a73-be4f-ce00eb818188,36-45,management,divorced,tertiary,1-1K
f8e8c41c-4f9d-484f-8720-3c61046bbcb5,36-45,management,divorced,tertiary,1-1K
affe5124-d823-463f-b7b7-11873dad3b39,36-45,self-employed,divorced,secondary,1-1K
3d46b4d8-f734-4d50-a0ee-963f380d5c96,36-45,services,divorced,Unknown,1-1K
c1b24687-0ab8-41fa-a167-1e4c3614396e,36-45,technician,divorced,secondary,1-1K
a2725299-485a-47f3-bd5b-e6bf13dcb0ab,46-55,admin.,divorced,secondary,1-1K
55b25e74-470c-4ae5-857d-0b0516a1d8ee,46-55,admin.,divorced,secondary,1-1K
729e4020-78a4-42c0-8665-3f272f2d4c1c,46-55,admin.,divorced,secondary,1-1K
75c851e4-300f-4082-ac25-b1a9c05ce38c,46-55,admin.,divorced,tertiary,1-1K
ba476f8b-19ae-4a32-a79c-8d8e1fc43922,46-55,entrepreneur,divorced,secondary,1-1K
eefdead3-dd02-4f52-9b6f-422981612a7a,46-55,housemaid,divorced,tertiary,1-1K
b58fb85a-7d62-4f22-9439-444610d1538f,46-55,housemaid,divorced,secondary,1-1K
90398944-deb2-4fdd-8c52-e788a14e3e86,46-55,management,divorced,tertiary,1-1K
0d200bc8-8c34-4d53-822e-828504bbd3ed,46-55,management,divorced,tertiary,1-1K
03ef67df-25cb-464a-b559-12053f3d24f6,46-55,management,divorced,tertiary,1-1K
c7648b84-1ebc-4d71-b68f-77e9f09cb421,46-55,management,divorced,tertiary,1-1K
0a73ed33-9b4a-40ae-b255-9d1f8104f1f7,46-55,management,divorced,tertiary,1-1K
a4bc777d-b05a-4fbe-8122-88234f702deb,46-55,services,divorced,secondary,1-1K
ed164c9f-e438-455c-825c-961d1e1e7a41,46-55,technician,divorced,secondary,1-1K
604f5783-5f6e-40df-ae98-da74fc1454f2,46-55,technician,divorced,secondary,1-1K
c2fe2f52-e707-4baf-bb98-7e4a55fa9950,46-55,technician,divorced,secondary,1-1K
17923835-ff2a-4ff7-8f6d-c080c947dc14,46-55,technician,divorced,secondary,1-1K
fb48ac1f-bced-465a-afa4-44623c8af498,46-55,unemployed,divorced,secondary,1-1K
a58cd079-e49e-469a-acaa-44f03b5f3914,56+,entrepreneur,divorced,secondary,1-1K
763953a3-98d9-4a86-9717-6c31756240e4,56+,management,divorced,tertiary,1-1K
353ade31-b578-4889-a4f9-649b12d56103,56+,retired,divorced,primary,1-1K
9d164639-df7d-4abe-9c7c-86a38f469682,56+,retired,divorced,secondary,1-1K
61467db8-b1f8-47e4-b018-33a8474d6765,56+,retired,divorced,tertiary,1-1K
8e011f4c-3e79-4e6e-8a74-827dca630b9c,56+,retired,divorced,primary,1-1K
ea81df13-d315-4c72-9d0e-a2939c1b4de4,56+,technician,divorced,tertiary,1-1K
26274103-63e4-45cb-a41e-95236073e4d3,56+,technician,divorced,secondary,1-1K
2fcc2298-1fb3-4d26-a299-5aca1a5df02d,26-35,admin.,divorced,secondary,1-1K
32316842-4597-4f38-b463-0762084613a3,26-35,blue-collar,divorced,secondary,1-1K
87372e68-de1b-4652-b419-e001a8c3380d,26-35,blue-collar,divorced,secondary,1-1K
6ee921e8-24d6-43a7-9e50-589eea3f9e9e,26-35,blue-collar,divorced,secondary,1-1K
c454935f-472e-43fb-8b2f-73dfccf1f9a5,26-35,blue-collar,divorced,secondary,1-1K
7de3e87c-50d0-470b-979d-724dddaab49b,26-35,entrepreneur,divorced,tertiary,1-1K
edbf7c05-7ebb-4568-a2ae-177e342d64b6,26-35,management,divorced,tertiary,1-1K
c68686a6-509a-4508-9118-2f78e1468a0b,26-35,management,divorced,tertiary,1-1K
3f32d059-395d-4f6b-b89b-327e764f2c9a,26-35,management,divorced,tertiary,1-1K
3c37074c-d152-4a40-a96c-9752195e7307,26-35,self-employed,divorced,tertiary,1-1K
4093892d-9c42-4bc2-a643-154d09ab9061,26-35,services,divorced,secondary,1-1K
726c5f72-38dc-4dc7-8959-4cf5bca2afc3,36-45,admin.,divorced,secondary,1-1K
a25cab42-ebcd-4f7f-8ddb-76ced4e16107,36-45,admin.,divorced,secondary,1-1K
ea7f9274-d88e-40f5-b6d3-fa5faf98b506,36-45,admin.,divorced,secondary,1-1K
22605d1f-8805-409e-a3f9-771f2172e5fd,36-45,blue-collar,divorced,primary,1-1K
24edbfec-9959-4b0e-ac79-eb4410f4a068,36-45,blue-collar,divorced,primary,1-1K
ecd6c51f-6dd2-48e7-bb72-8207e61688ad,36-45,blue-collar,divorced,secondary,1-1K
c6def396-1796-45cc-86e7-c2056a96386d,36-45,entrepreneur,divorced,secondary,1-1K
94ad69fb-878a-418d-b2a0-0d2914d63cc7,36-45,entrepreneur,divorced,secondary,1-1K
2c5bd5b7-5d7c-4bb2-8ed1-7558b0ac723c,36-45,entrepreneur,divorced,tertiary,1-1K
a1d502f8-8d11-40f9-bd12-441e006c4597,36-45,housemaid,divorced,primary,1-1K
149d9a7a-305b-45a7-b1f0-ceefccc7d8a7,36-45,housemaid,divorced,secondary,1-1K
c1cda00d-f4ae-4bc5-9c4d-3285865a4013,36-45,management,divorced,Unknown,1-1K
139cc8ba-c7bc-4afc-864e-5f6c75274273,36-45,management,divorced,tertiary,1-1K
fbaa170a-799f-4ca2-b98c-f49cb73e0ac9,36-45,management,divorced,tertiary,1-1K
197f194c-b6d2-4dea-9450-fd0101e0f3f6,36-45,management,divorced,tertiary,1-1K
5a57036f-3efb-4436-9732-4d7b6a95a724,36-45,self-employed,divorced,tertiary,1-1K
b2e63893-e8d9-4fed-81ee-fa1ab37e3309,36-45,services,divorced,secondary,1-1K
82ef070c-8fa0-4f3b-a59a-acf3a703d356,36-45,technician,divorced,secondary,1-1K
0b952d62-c8b4-43c0-aa2d-5cc4e2a9ae3a,36-45,technician,divorced,secondary,1-1K
5f99d431-3d05-476d-8735-fcae7bd7b6e8,36-45,technician,divorced,secondary,1-1K
f6da4663-ca4e-4986-b2a6-123e06646de6,46-55,admin.,divorced,secondary,1-1K
476eac54-dfe9-4cd0-802f-f2535283ef15,46-55,admin.,divorced,secondary,1-1K
a8eb800f-359b-4d22-a13d-676ba79e8c18,46-55,admin.,divorced,secondary,1-1K
5675f002-52a7-4c2f-b2f8-e7d377bba3c6,46-55,admin.,divorced,secondary,1-1K
e06628ac-cdca-4602-b027-0cc5bacc1139,46-55,blue-collar,divorced,secondary,1-1K
27f50693-504e-48cc-b596-5d6252adf31b,46-55,blue-collar,divorced,secondary,1-1K
37fb1241-bef3-408f-abd3-910e27ec41a5,46-55,entrepreneur,divorced,tertiary,1-1K
9d11eb88-027f-44ae-a30a-104194a55704,46-55,entrepreneur,divorced,secondary,1-1K
60161eb6-cd0d-4969-baa0-16b25856fe10,46-55,housemaid,divorced,secondary,1-1K
bcf6da6b-d8fa-4103-9a7a-d78e0ef95694,46-55,housemaid,divorced,secondary,1-1K
89a7375e-ee85-46b6-aeec-76c23a6565cb,46-55,housemaid,divorced,secondary,1-1K
2d8978ec-cc30-44ab-9982-c2f847785d2f,46-55,management,divorced,secondary,1-1K
21a5b54d-19d5-4f7e-87bc-6dffb2c1be2d,46-55,management,divorced,tertiary,1-1K
f21d7d08-f5e3-4c65-a81c-fcb9004e01f2,46-55,management,divorced,tertiary,1-1K
e6ed087f-f6d7-415d-88d5-cc8434ff597e,46-55,management,divorced,tertiary,1-1K
cd3d6920-9bda-42c8-8bc9-af172707849b,46-55,management,divorced,tertiary,1-1K
331e7439-25f4-46f2-bd92-0b22b3a336f1,46-55,self-employed,divorced,primary,1-1K
90531d9b-a5c1-4e92-8cf0-f19ba8907b64,46-55,services,divorced,secondary,1-1K
e0a4ccfd-c0b3-4d0f-a676-f39cb29704d4,46-55,services,divorced,primary,1-1K
f58e4ab4-5285-43f8-b471-58859d97158f,46-55,services,divorced,secondary,1-1K
c5c8e7aa-b6e4-42e9-a757-3c2d3f72008c,46-55,technician,divorced,secondary,1-1K
908eec18-95e8-427b-9059-896a4f440747,46-55,technician,divorced,secondary,1-1K
2f976b7d-6ae3-4198-b23d-852d4808a832,46-55,technician,divorced,secondary,1-1K
95693d97-3656-4274-af30-913536fc7f6b,46-55,unemployed,divorced,secondary,1-1K
b26029fa-08bf-4f1a-81fe-1b075e93377d,46-55,unemployed,divorced,secondary,1-1K
97019711-5f0b-469b-86c6-268f9500d443,46-55,unemployed,divorced,secondary,1-1K
d18a1d8f-1931-496f-b04f-fc2abacf6ad9,56+,admin.,divorced,primary,1-1K
0d9e084f-adea-4222-8031-17a95b6cf66b,56+,blue-collar,divorced,primary,1-1K
ee1eebfc-7971-407d-b053-7b8adae3faef,56+,blue-collar,divorced,secondary,1-1K
88744346-5b38-4181-82c7-7d025dbdc3cd,56+,entrepreneur,divorced,tertiary,1-1K
da025422-cd11-4529-9fae-b2e748446ca6,56+,management,divorced,tertiary,1-1K
fe936703-74ca-4c26-9ea1-8aef5fb88ca0,56+,retired,divorced,secondary,1-1K
0e0ae438-54ec-48b6-bddb-4b85f9d3fe72,56+,retired,divorced,primary,1-1K
5c2c7b72-ccc7-44e7-88ac-e6c36289c940,26-35,admin.,divorced,secondary,1-1K
439be1cc-2352-45c2-b80c-ee5adca2da90,26-35,management,divorced,tertiary,1-1K
ff3878fb-a923-430a-9ede-483de551638a,26-35,management,divorced,tertiary,1-1K
6787b624-04de-4367-8954-28d8e52e5968,26-35,management,divorced,tertiary,1-1K
5fea9bd1-7642-42fb-9cc2-b1b764142c8c,26-35,technician,divorced,secondary,1-1K
804744cd-8608-49a0-ad46-20e10f9e6746,36-45,admin.,divorced,secondary,1-1K
8692c089-ad83-409c-bb9e-fd2582c2d2d4,36-45,admin.,divorced,secondary,1-1K
d47cb64f-1bc7-4fa6-9a99-fa51eec7f832,36-45,admin.,divorced,secondary,1-1K
31eb70cf-6122-4d9b-b86d-7da5c284c42a,36-45,admin.,divorced,secondary,1-1K
b7163b97-9c95-4652-a4af-ce25b88c2553,36-45,blue-collar,divorced,Unknown,1-1K
9a2831d2-9bf8-4d1c-bc9e-a001029cf7c5,36-45,blue-collar,divorced,secondary,1-1K
a625c03e-7507-4f25-9ea7-12b151e0b858,36-45,blue-collar,divorced,secondary,1-1K
a78ec44f-027a-4926-8d3a-f302c1d9cf4b,36-45,entrepreneur,divorced,tertiary,1-1K
5d041843-3e3c-4f9e-ae28-fc15cec9ef55,36-45,entrepreneur,divorced,secondary,1-1K
2adf1f20-8d70-4f23-a130-2e59d4a483d6,36-45,management,divorced,tertiary,1-1K
2f4074c0-a354-41bb-a84f-ec1807712129,36-45,management,divorced,tertiary,1-1K
9c0ea1f6-3839-46dc-842e-147d6dd67678,36-45,management,divorced,tertiary,1-1K
2197dfeb-8247-4560-aa6c-480b7f8b693f,36-45,services,divorced,secondary,1-1K
f3547222-b3ba-4cf8-8476-ec0ea74cb50c,36-45,services,divorced,secondary,1-1K
31073406-c88a-4bff-986e-36ef5fdcd9ce,36-45,services,divorced,secondary,1-1K
811a66c4-3afa-442f-849c-133269baf56a,36-45,technician,divorced,secondary,1-1K
6314e91a-a8b1-4dae-a43e-a04fb63356f2,36-45,technician,divorced,secondary,1-1K
5a8432f3-93f7-4acf-acee-cf1ec16b8fd0,36-45,technician,divorced,secondary,1-1K
7de875ae-e72e-4c16-8123-1427e473df2e,36-45,technician,divorced,tertiary,1-1K
6601e588-7055-4966-b62c-28f0eb7be28f,36-45,technician,divorced,tertiary,1-1K
71718634-d4b4-402e-b2da-9c5b5c843c94,36-45,technician,divorced,secondary,1-1K
e20a05f7-7e05-403d-885d-36662a1976a8,46-55,admin.,divorced,secondary,1-1K
d32c96b4-2807-46b2-ad8b-ef691f663afd,46-55,admin.,divorced,secondary,1-1K
34e84065-5e18-4530-88ed-a9e99ae6fb74,46-55,blue-collar,divorced,primary,1-1K
3a5cb4c7-3b05-452d-b219-dee0e4ee840d,46-55,blue-collar,divorced,secondary,1-1K
bebb3160-8388-4738-a4dc-a2fe6caf5a14,46-55,blue-collar,divorced,primary,1-1K
74a58d69-f7c7-420c-a46d-ea142ce7cb11,46-55,blue-collar,divorced,primary,1-1K
6b9d28a2-5275-41b9-96bd-0fa3297a371b,46-55,blue-collar,divorced,secondary,1-1K
2ead7936-20db-44b0-ba3f-75badc12df6d,46-55,entrepreneur,divorced,secondary,1-1K
5a18fc76-aeb9-4ede-9c08-12302c11eba2,46-55,management,divorced,secondary,1-1K
a4a23115-db91-47d0-84b6-1c7bfab9e4a8,46-55,management,divorced,tertiary,1-1K
495dcacd-f34a-454c-bfe8-9650fbb2aada,46-55,management,divorced,tertiary,1-1K
2726ee8b-3b8f-4701-8a57-6f1b4c461c32,46-55,management,divorced,tertiary,1-1K
44595fd3-c5d4-4e77-935e-31d3201d6eb2,46-55,management,divorced,secondary,1-1K
e7efafcf-4bc2-43b8-87aa-b35d18bef2f9,46-55,management,divorced,tertiary,1-1K
6e353a4d-f947-48ce-af67-1a385d6c32cb,46-55,management,divorced,primary,1-1K
a2f994c4-bf68-4701-9ed9-4f07bbe92f2e,46-55,management,divorced,tertiary,1-1K
57ff7e61-4339-42c8-86a0-aff2ed1f76f0,46-55,management,divorced,tertiary,1-1K
c06a53c0-114f-49e6-83ed-5f59d719936e,46-55,management,divorced,tertiary,1-1K
